name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Gerald Mayhew,MIN,C,5on5,4,2520,0,0
Gerald Mayhew,MIN,C,4on5,4,0,0,0
Gerald Mayhew,MIN,C,5on4,4,293,1,0
Jordan Kyrou,STL,C,other,55,1314,2,0
Jordan Kyrou,STL,C,all,55,47599,35,14
Jordan Kyrou,STL,C,5on5,55,42165,29,14
Jordan Kyrou,STL,C,4on5,55,6,0,0
Jordan Kyrou,STL,C,5on4,55,4114,3,0
Connor McMichael,WSH,C,other,1,0,0,0
Connor McMichael,WSH,C,all,1,594,0,0
Connor McMichael,WSH,C,5on5,1,594,0,0
Connor McMichael,WSH,C,4on5,1,0,0,0
Connor McMichael,WSH,C,5on4,1,0,0,0
Victor Soderstrom,ARI,D,other,4,92,0,0
Victor Soderstrom,ARI,D,all,4,3914,2,1
Victor Soderstrom,ARI,D,5on5,4,3429,2,1
Victor Soderstrom,ARI,D,4on5,4,53,0,0
Victor Soderstrom,ARI,D,5on4,4,340,0,0
Mats Zuccarello,MIN,R,other,42,1123,5,1
Mats Zuccarello,MIN,R,all,42,42039,35,11
Mats Zuccarello,MIN,R,5on5,42,35184,23,7
Mats Zuccarello,MIN,R,4on5,42,15,0,0
Mats Zuccarello,MIN,R,5on4,42,5717,6,3
Mario Ferraro,S.J,D,other,56,2577,2,0
Mario Ferraro,S.J,D,all,56,75251,17,1
Mario Ferraro,S.J,D,5on5,56,60020,11,1
Mario Ferraro,S.J,D,4on5,56,9112,0,0
Mario Ferraro,S.J,D,5on4,56,3542,4,0
Dylan Gambrell,S.J,C,other,49,865,0,0
Dylan Gambrell,S.J,C,all,49,47118,12,5
Dylan Gambrell,S.J,C,5on5,49,39437,11,4
Dylan Gambrell,S.J,C,4on5,49,6442,1,1
Dylan Gambrell,S.J,C,5on4,49,374,0,0
Patrick Russell,EDM,R,other,8,0,0,0
Patrick Russell,EDM,R,all,8,5107,2,0
Patrick Russell,EDM,R,5on5,8,5089,2,0
Patrick Russell,EDM,R,4on5,8,0,0,0
Patrick Russell,EDM,R,5on4,8,18,0,0
Zac Jones,NYR,D,other,10,115,0,0
Zac Jones,NYR,D,all,10,8990,4,0
Zac Jones,NYR,D,5on5,10,8325,3,0
Zac Jones,NYR,D,4on5,10,98,0,0
Zac Jones,NYR,D,5on4,10,452,1,0
Tyler Bozak,STL,C,other,31,486,1,0
Tyler Bozak,STL,C,all,31,27738,17,5
Tyler Bozak,STL,C,5on5,31,21388,9,2
Tyler Bozak,STL,C,4on5,31,3489,3,2
Tyler Bozak,STL,C,5on4,31,2375,4,1
Brandon Sutter,VAN,C,other,43,1710,2,2
Brandon Sutter,VAN,C,all,43,38952,12,9
Brandon Sutter,VAN,C,5on5,43,30464,9,6
Brandon Sutter,VAN,C,4on5,43,6452,1,1
Brandon Sutter,VAN,C,5on4,43,326,0,0
Mark Stone,VGK,R,other,55,3051,6,0
Mark Stone,VGK,R,all,55,62901,61,21
Mark Stone,VGK,R,5on5,55,46544,37,14
Mark Stone,VGK,R,4on5,55,4258,1,1
Mark Stone,VGK,R,5on4,55,9048,16,6
Ryan MacInnis,CBJ,C,other,16,51,0,0
Ryan MacInnis,CBJ,C,all,16,9575,0,0
Ryan MacInnis,CBJ,C,5on5,16,9511,0,0
Ryan MacInnis,CBJ,C,4on5,16,0,0,0
Ryan MacInnis,CBJ,C,5on4,16,13,0,0
Vinni Lettieri,ANA,C,other,5,52,0,0
Vinni Lettieri,ANA,C,all,5,3816,0,0
Vinni Lettieri,ANA,C,5on5,5,3206,0,0
Vinni Lettieri,ANA,C,4on5,5,0,0,0
Vinni Lettieri,ANA,C,5on4,5,558,0,0
Artem Zub,OTT,D,other,47,688,1,0
Artem Zub,OTT,D,all,47,51838,14,3
Artem Zub,OTT,D,5on5,47,45123,13,3
Artem Zub,OTT,D,4on5,47,5870,0,0
Artem Zub,OTT,D,5on4,47,157,0,0
Alex Killorn,T.B,L,other,56,2649,3,1
Alex Killorn,T.B,L,all,56,60169,33,15
Alex Killorn,T.B,L,5on5,56,41819,18,8
Alex Killorn,T.B,L,4on5,56,5888,1,0
Alex Killorn,T.B,L,5on4,56,9813,9,5
Yannick Weber,PIT,D,other,2,75,0,0
Yannick Weber,PIT,D,all,2,1358,0,0
Yannick Weber,PIT,D,5on5,2,1170,0,0
Yannick Weber,PIT,D,4on5,2,109,0,0
Yannick Weber,PIT,D,5on4,2,4,0,0
Jonathan Marchessault,VGK,C,other,55,3089,8,3
Jonathan Marchessault,VGK,C,all,55,57498,44,18
Jonathan Marchessault,VGK,C,5on5,55,46419,32,13
Jonathan Marchessault,VGK,C,4on5,55,30,0,0
Jonathan Marchessault,VGK,C,5on4,55,7960,4,2
Braydon Coburn,NYI,D,other,19,271,0,0
Braydon Coburn,NYI,D,all,19,18291,2,0
Braydon Coburn,NYI,D,5on5,19,15100,1,0
Braydon Coburn,NYI,D,4on5,19,2852,1,0
Braydon Coburn,NYI,D,5on4,19,68,0,0
Brett Howden,NYR,C,other,42,555,2,1
Brett Howden,NYR,C,all,42,31644,7,1
Brett Howden,NYR,C,5on5,42,25990,5,0
Brett Howden,NYR,C,4on5,42,4674,0,0
Brett Howden,NYR,C,5on4,42,425,0,0
Ty Smith,N.J,D,other,48,2141,1,0
Ty Smith,N.J,D,all,48,57904,23,2
Ty Smith,N.J,D,5on5,48,48624,14,1
Ty Smith,N.J,D,4on5,48,232,0,0
Ty Smith,N.J,D,5on4,48,6907,7,1
Aleksi Heponiemi,FLA,C,other,9,395,1,1
Aleksi Heponiemi,FLA,C,all,9,6608,2,1
Aleksi Heponiemi,FLA,C,5on5,9,6047,1,0
Aleksi Heponiemi,FLA,C,4on5,9,78,0,0
Aleksi Heponiemi,FLA,C,5on4,9,88,0,0
Tyler Myers,VAN,D,other,55,3830,2,0
Tyler Myers,VAN,D,all,55,72887,20,6
Tyler Myers,VAN,D,5on5,55,56266,14,5
Tyler Myers,VAN,D,4on5,55,10096,1,1
Tyler Myers,VAN,D,5on4,55,2695,3,0
Kale Clague,L.A,D,other,18,634,0,0
Kale Clague,L.A,D,all,18,18580,6,0
Kale Clague,L.A,D,5on5,18,15877,6,0
Kale Clague,L.A,D,4on5,18,1108,0,0
Kale Clague,L.A,D,5on4,18,961,0,0
Jesper Fast,CAR,R,other,46,1244,3,1
Jesper Fast,CAR,R,all,46,42219,18,6
Jesper Fast,CAR,R,5on5,46,34816,11,4
Jesper Fast,CAR,R,4on5,46,3114,0,0
Jesper Fast,CAR,R,5on4,46,3045,4,1
Nick Caamano,DAL,R,other,24,102,0,0
Nick Caamano,DAL,R,all,24,13452,1,0
Nick Caamano,DAL,R,5on5,24,13142,1,0
Nick Caamano,DAL,R,4on5,24,22,0,0
Nick Caamano,DAL,R,5on4,24,186,0,0
Michael McLeod,N.J,C,other,48,1063,1,0
Michael McLeod,N.J,C,all,48,40140,15,9
Michael McLeod,N.J,C,5on5,48,34410,14,9
Michael McLeod,N.J,C,4on5,48,4346,0,0
Michael McLeod,N.J,C,5on4,48,321,0,0
J.T. Miller,VAN,C,other,53,4630,6,4
J.T. Miller,VAN,C,all,53,66669,46,15
J.T. Miller,VAN,C,5on5,53,46418,23,7
J.T. Miller,VAN,C,4on5,53,5253,1,1
J.T. Miller,VAN,C,5on4,53,10368,15,2
Vinnie Hinostroza,CHI,L,other,26,246,2,1
Vinnie Hinostroza,CHI,L,all,26,19117,12,4
Vinnie Hinostroza,CHI,L,5on5,26,17974,9,3
Vinnie Hinostroza,CHI,L,4on5,26,487,0,0
Vinnie Hinostroza,CHI,L,5on4,26,410,0,0
Mark Alt,L.A,D,other,2,0,0,0
Mark Alt,L.A,D,all,2,1630,0,0
Mark Alt,L.A,D,5on5,2,1469,0,0
Mark Alt,L.A,D,4on5,2,108,0,0
Mark Alt,L.A,D,5on4,2,53,0,0
Evander Kane,S.J,L,other,56,3341,6,4
Evander Kane,S.J,L,all,56,67822,49,22
Evander Kane,S.J,L,5on5,56,49754,31,12
Evander Kane,S.J,L,4on5,56,5743,4,2
Evander Kane,S.J,L,5on4,56,8984,7,3
Tyler Pitlick,ARI,C,other,38,801,1,1
Tyler Pitlick,ARI,C,all,38,37237,11,6
Tyler Pitlick,ARI,C,5on5,38,27457,8,4
Tyler Pitlick,ARI,C,4on5,38,4719,1,1
Tyler Pitlick,ARI,C,5on4,38,4260,1,0
Sean Kuraly,BOS,C,other,47,1017,1,0
Sean Kuraly,BOS,C,all,47,39727,9,4
Sean Kuraly,BOS,C,5on5,47,33509,8,4
Sean Kuraly,BOS,C,4on5,47,5085,0,0
Sean Kuraly,BOS,C,5on4,47,116,0,0
Patrik Nemeth,COL,D,other,52,1460,2,0
Patrik Nemeth,COL,D,all,52,56205,10,3
Patrik Nemeth,COL,D,5on5,52,47753,8,3
Patrik Nemeth,COL,D,4on5,52,6893,0,0
Patrik Nemeth,COL,D,5on4,52,99,0,0
Nate Thompson,WPG,C,other,44,216,0,0
Nate Thompson,WPG,C,all,44,25578,5,2
Nate Thompson,WPG,C,5on5,44,21785,4,2
Nate Thompson,WPG,C,4on5,44,3494,1,0
Nate Thompson,WPG,C,5on4,44,83,0,0
William Lockwood,VAN,R,other,2,408,0,0
William Lockwood,VAN,R,all,2,1703,0,0
William Lockwood,VAN,R,5on5,2,1244,0,0
William Lockwood,VAN,R,4on5,2,51,0,0
William Lockwood,VAN,R,5on4,2,0,0,0
Steven Kampfer,BOS,D,other,20,430,0,0
Steven Kampfer,BOS,D,all,20,20058,5,2
Steven Kampfer,BOS,D,5on5,20,17670,4,1
Steven Kampfer,BOS,D,4on5,20,1059,0,0
Steven Kampfer,BOS,D,5on4,20,899,1,1
Alex Barre-Boulet,T.B,C,other,15,411,0,0
Alex Barre-Boulet,T.B,C,all,15,13727,3,3
Alex Barre-Boulet,T.B,C,5on5,15,11014,1,1
Alex Barre-Boulet,T.B,C,4on5,15,2,0,0
Alex Barre-Boulet,T.B,C,5on4,15,2300,2,2
Alexander Radulov,DAL,R,other,11,479,3,2
Alexander Radulov,DAL,R,all,11,11742,12,4
Alexander Radulov,DAL,R,5on5,11,9131,4,1
Alexander Radulov,DAL,R,4on5,11,6,0,0
Alexander Radulov,DAL,R,5on4,11,2126,5,1
Brett Murray,BUF,L,other,2,18,0,0
Brett Murray,BUF,L,all,2,1275,0,0
Brett Murray,BUF,L,5on5,2,1257,0,0
Brett Murray,BUF,L,4on5,2,0,0,0
Brett Murray,BUF,L,5on4,2,0,0,0
John Hayden,ARI,C,other,29,212,0,0
John Hayden,ARI,C,all,29,17079,5,2
John Hayden,ARI,C,5on5,29,15633,5,2
John Hayden,ARI,C,4on5,29,1217,0,0
John Hayden,ARI,C,5on4,29,17,0,0
Jayce Hawryluk,VAN,C,other,30,266,0,0
Jayce Hawryluk,VAN,C,all,30,17353,5,2
Jayce Hawryluk,VAN,C,5on5,30,17072,5,2
Jayce Hawryluk,VAN,C,4on5,30,0,0,0
Jayce Hawryluk,VAN,C,5on4,30,15,0,0
Mason Appleton,WPG,C,other,56,532,3,2
Mason Appleton,WPG,C,all,56,48488,25,12
Mason Appleton,WPG,C,5on5,56,43233,21,10
Mason Appleton,WPG,C,4on5,56,3024,1,0
Mason Appleton,WPG,C,5on4,56,1699,0,0
Loui Eriksson,VAN,L,other,7,93,1,0
Loui Eriksson,VAN,L,all,7,4023,1,0
Loui Eriksson,VAN,L,5on5,7,3495,0,0
Loui Eriksson,VAN,L,4on5,7,435,0,0
Loui Eriksson,VAN,L,5on4,7,0,0,0
Robert Hagg,PHI,D,other,34,213,0,0
Robert Hagg,PHI,D,all,34,31934,5,2
Robert Hagg,PHI,D,5on5,34,28248,5,2
Robert Hagg,PHI,D,4on5,34,3397,0,0
Robert Hagg,PHI,D,5on4,34,76,0,0
Carl Grundstrom,L.A,R,other,47,395,0,0
Carl Grundstrom,L.A,R,all,47,35089,11,6
Carl Grundstrom,L.A,R,5on5,47,32139,9,6
Carl Grundstrom,L.A,R,4on5,47,28,0,0
Carl Grundstrom,L.A,R,5on4,47,2527,2,0
Shea Theodore,VGK,D,other,53,3511,4,1
Shea Theodore,VGK,D,all,53,71697,42,8
Shea Theodore,VGK,D,5on5,53,58489,24,7
Shea Theodore,VGK,D,4on5,53,748,0,0
Shea Theodore,VGK,D,5on4,53,8949,14,0
Alexis Lafreniere,NYR,L,other,56,1554,0,0
Alexis Lafreniere,NYR,L,all,56,46764,21,12
Alexis Lafreniere,NYR,L,5on5,56,41507,20,11
Alexis Lafreniere,NYR,L,4on5,56,25,0,0
Alexis Lafreniere,NYR,L,5on4,56,3678,0,0
Calvin de Haan,CHI,D,other,44,1119,0,0
Calvin de Haan,CHI,D,all,44,48961,10,1
Calvin de Haan,CHI,D,5on5,44,42611,9,1
Calvin de Haan,CHI,D,4on5,44,4680,0,0
Calvin de Haan,CHI,D,5on4,44,551,1,0
Kevan Miller,BOS,D,other,28,1167,0,0
Kevan Miller,BOS,D,all,28,32030,4,1
Kevan Miller,BOS,D,5on5,28,27220,4,1
Kevan Miller,BOS,D,4on5,28,3641,0,0
Kevan Miller,BOS,D,5on4,28,2,0,0
Viktor Arvidsson,NSH,R,other,50,2409,3,1
Viktor Arvidsson,NSH,R,all,50,49831,25,10
Viktor Arvidsson,NSH,R,5on5,50,41044,18,7
Viktor Arvidsson,NSH,R,4on5,50,89,0,0
Viktor Arvidsson,NSH,R,5on4,50,6289,3,2
David Kase,PHI,R,other,1,0,0,0
David Kase,PHI,R,all,1,658,0,0
David Kase,PHI,R,5on5,1,545,0,0
David Kase,PHI,R,4on5,1,0,0,0
David Kase,PHI,R,5on4,1,113,0,0
Jack Hughes,N.J,C,other,56,3332,5,0
Jack Hughes,N.J,C,all,56,64044,31,11
Jack Hughes,N.J,C,5on5,56,51135,19,10
Jack Hughes,N.J,C,4on5,56,163,0,0
Jack Hughes,N.J,C,5on4,56,9414,7,1
Mike Hardman,CHI,L,other,8,41,0,0
Mike Hardman,CHI,L,all,8,5274,3,1
Mike Hardman,CHI,L,5on5,8,5181,3,1
Mike Hardman,CHI,L,4on5,8,0,0,0
Mike Hardman,CHI,L,5on4,8,52,0,0
Sonny Milano,ANA,L,other,6,76,0,0
Sonny Milano,ANA,L,all,6,5304,0,0
Sonny Milano,ANA,L,5on5,6,4919,0,0
Sonny Milano,ANA,L,4on5,6,0,0,0
Sonny Milano,ANA,L,5on4,6,309,0,0
Justin Bailey,VAN,R,other,3,0,0,0
Justin Bailey,VAN,R,all,3,1224,0,0
Justin Bailey,VAN,R,5on5,3,1224,0,0
Justin Bailey,VAN,R,4on5,3,0,0,0
Justin Bailey,VAN,R,5on4,3,0,0,0
Oliver Wahlstrom,NYI,R,other,44,521,1,1
Oliver Wahlstrom,NYI,R,all,44,32725,21,12
Oliver Wahlstrom,NYI,R,5on5,44,27766,11,8
Oliver Wahlstrom,NYI,R,4on5,44,0,0,0
Oliver Wahlstrom,NYI,R,5on4,44,4438,9,3
David Kampf,CHI,C,other,56,1392,2,0
David Kampf,CHI,C,all,56,49377,12,1
David Kampf,CHI,C,5on5,56,40437,10,1
David Kampf,CHI,C,4on5,56,7417,0,0
David Kampf,CHI,C,5on4,56,131,0,0
William Lagesson,EDM,D,other,19,89,0,0
William Lagesson,EDM,D,all,19,16131,2,0
William Lagesson,EDM,D,5on5,19,14682,2,0
William Lagesson,EDM,D,4on5,19,1352,0,0
William Lagesson,EDM,D,5on4,19,8,0,0
Caleb Jones,EDM,D,other,33,197,0,0
Caleb Jones,EDM,D,all,33,26942,4,0
Caleb Jones,EDM,D,5on5,33,25523,4,0
Caleb Jones,EDM,D,4on5,33,1134,0,0
Caleb Jones,EDM,D,5on4,33,88,0,0
Jan Jenik,ARI,R,other,2,36,1,1
Jan Jenik,ARI,R,all,2,1450,2,2
Jan Jenik,ARI,R,5on5,2,1414,1,1
Jan Jenik,ARI,R,4on5,2,0,0,0
Jan Jenik,ARI,R,5on4,2,0,0,0
Nick Holden,VGK,D,other,17,116,0,0
Nick Holden,VGK,D,all,17,16160,2,0
Nick Holden,VGK,D,5on5,17,15418,2,0
Nick Holden,VGK,D,4on5,17,614,0,0
Nick Holden,VGK,D,5on4,17,12,0,0
Samuel Morin,PHI,L,other,20,48,0,0
Samuel Morin,PHI,L,all,20,12230,1,1
Samuel Morin,PHI,L,5on5,20,11556,1,1
Samuel Morin,PHI,L,4on5,20,618,0,0
Samuel Morin,PHI,L,5on4,20,8,0,0
Mikael Granlund,NSH,C,other,51,3458,3,0
Mikael Granlund,NSH,C,all,51,59526,27,13
Mikael Granlund,NSH,C,5on5,51,42281,18,8
Mikael Granlund,NSH,C,4on5,51,6227,0,0
Mikael Granlund,NSH,C,5on4,51,7560,6,5
Max Jones,ANA,L,other,46,1477,3,2
Max Jones,ANA,L,all,46,39094,11,7
Max Jones,ANA,L,5on5,46,33437,7,4
Max Jones,ANA,L,4on5,46,1943,0,0
Max Jones,ANA,L,5on4,46,2237,1,1
Colton Sceviour,PIT,R,other,46,315,0,0
Colton Sceviour,PIT,R,all,46,26439,10,5
Colton Sceviour,PIT,R,5on5,46,22567,10,5
Colton Sceviour,PIT,R,4on5,46,3461,0,0
Colton Sceviour,PIT,R,5on4,46,96,0,0
David Farrance,NSH,D,other,2,36,0,0
David Farrance,NSH,D,all,2,2175,0,0
David Farrance,NSH,D,5on5,2,1848,0,0
David Farrance,NSH,D,4on5,2,42,0,0
David Farrance,NSH,D,5on4,2,249,0,0
Joey Anderson,TOR,R,other,1,6,0,0
Joey Anderson,TOR,R,all,1,576,0,0
Joey Anderson,TOR,R,5on5,1,570,0,0
Joey Anderson,TOR,R,4on5,1,0,0,0
Joey Anderson,TOR,R,5on4,1,0,0,0
Brett Pesce,CAR,D,other,55,2963,0,0
Brett Pesce,CAR,D,all,55,75214,25,4
Brett Pesce,CAR,D,5on5,55,59888,20,3
Brett Pesce,CAR,D,4on5,55,9666,0,0
Brett Pesce,CAR,D,5on4,55,2697,5,1
Lias Andersson,L.A,C,other,23,753,0,0
Lias Andersson,L.A,C,all,23,16655,6,3
Lias Andersson,L.A,C,5on5,23,15081,6,3
Lias Andersson,L.A,C,4on5,23,494,0,0
Lias Andersson,L.A,C,5on4,23,327,0,0
C.J. Smith,BUF,L,other,1,0,0,0
C.J. Smith,BUF,L,all,1,477,0,0
C.J. Smith,BUF,L,5on5,1,477,0,0
C.J. Smith,BUF,L,4on5,1,0,0,0
C.J. Smith,BUF,L,5on4,1,0,0,0
Dylan Coghlan,VGK,D,other,29,626,2,2
Dylan Coghlan,VGK,D,all,29,23469,6,3
Dylan Coghlan,VGK,D,5on5,29,21928,4,1
Dylan Coghlan,VGK,D,4on5,29,141,0,0
Dylan Coghlan,VGK,D,5on4,29,774,0,0
Zac Dalpe,CBJ,C,other,12,108,0,0
Zac Dalpe,CBJ,C,all,12,7649,3,2
Zac Dalpe,CBJ,C,5on5,12,6884,3,2
Zac Dalpe,CBJ,C,4on5,12,653,0,0
Zac Dalpe,CBJ,C,5on4,12,4,0,0
Victor Rask,MIN,C,other,54,1183,3,2
Victor Rask,MIN,C,all,54,46815,23,10
Victor Rask,MIN,C,5on5,54,39335,14,7
Victor Rask,MIN,C,4on5,54,139,0,0
Victor Rask,MIN,C,5on4,54,6158,6,1
Dominik Kahun,EDM,C,other,48,376,2,1
Dominik Kahun,EDM,C,all,48,36922,15,9
Dominik Kahun,EDM,C,5on5,48,35759,12,8
Dominik Kahun,EDM,C,4on5,48,29,0,0
Dominik Kahun,EDM,C,5on4,48,758,1,0
Vitali Kravtsov,NYR,R,other,20,526,0,0
Vitali Kravtsov,NYR,R,all,20,14858,4,2
Vitali Kravtsov,NYR,R,5on5,20,14118,4,2
Vitali Kravtsov,NYR,R,4on5,20,28,0,0
Vitali Kravtsov,NYR,R,5on4,20,186,0,0
Patrice Bergeron,BOS,C,other,54,3246,5,2
Patrice Bergeron,BOS,C,all,54,59039,48,23
Patrice Bergeron,BOS,C,5on5,54,40434,27,12
Patrice Bergeron,BOS,C,4on5,54,5313,4,3
Patrice Bergeron,BOS,C,5on4,54,10046,11,6
Alex Newhook,COL,C,other,6,23,0,0
Alex Newhook,COL,C,all,6,4924,3,0
Alex Newhook,COL,C,5on5,6,4482,3,0
Alex Newhook,COL,C,4on5,6,58,0,0
Alex Newhook,COL,C,5on4,6,361,0,0
Joe Veleno,DET,C,other,5,217,0,0
Joe Veleno,DET,C,all,5,4531,1,1
Joe Veleno,DET,C,5on5,5,3829,0,0
Joe Veleno,DET,C,4on5,5,12,0,0
Joe Veleno,DET,C,5on4,5,473,1,1
Nikita Nesterov,CGY,D,other,38,849,0,0
Nikita Nesterov,CGY,D,all,38,36211,4,0
Nikita Nesterov,CGY,D,5on5,38,32082,4,0
Nikita Nesterov,CGY,D,4on5,38,2778,0,0
Nikita Nesterov,CGY,D,5on4,38,502,0,0
Joel Eriksson Ek,MIN,C,other,56,2129,5,2
Joel Eriksson Ek,MIN,C,all,56,57371,30,19
Joel Eriksson Ek,MIN,C,5on5,56,45974,22,17
Joel Eriksson Ek,MIN,C,4on5,56,5256,0,0
Joel Eriksson Ek,MIN,C,5on4,56,4012,2,0
Steven Fogarty,BUF,C,other,9,43,0,0
Steven Fogarty,BUF,C,all,9,6334,3,1
Steven Fogarty,BUF,C,5on5,9,6169,3,1
Steven Fogarty,BUF,C,4on5,9,109,0,0
Steven Fogarty,BUF,C,5on4,9,13,0,0
Paul Stastny,WPG,C,other,56,2578,4,3
Paul Stastny,WPG,C,all,56,58496,29,13
Paul Stastny,WPG,C,5on5,56,46306,19,9
Paul Stastny,WPG,C,4on5,56,107,0,0
Paul Stastny,WPG,C,5on4,56,9505,6,1
Andreas Borgman,T.B,D,other,7,117,0,0
Andreas Borgman,T.B,D,all,7,5023,2,0
Andreas Borgman,T.B,D,5on5,7,4845,2,0
Andreas Borgman,T.B,D,4on5,7,53,0,0
Andreas Borgman,T.B,D,5on4,7,8,0,0
Alexandre Carrier,NSH,D,other,19,905,0,0
Alexandre Carrier,NSH,D,all,19,22854,3,1
Alexandre Carrier,NSH,D,5on5,19,19819,2,1
Alexandre Carrier,NSH,D,4on5,19,1704,0,0
Alexandre Carrier,NSH,D,5on4,19,426,0,0
Conor Garland,ARI,R,other,49,2549,4,1
Conor Garland,ARI,R,all,49,52692,39,12
Conor Garland,ARI,R,5on5,49,41807,27,9
Conor Garland,ARI,R,4on5,49,135,0,0
Conor Garland,ARI,R,5on4,49,8201,8,2
Michael Del Zotto,CBJ,D,other,53,1115,0,0
Michael Del Zotto,CBJ,D,all,53,56879,13,4
Michael Del Zotto,CBJ,D,5on5,53,51181,13,4
Michael Del Zotto,CBJ,D,4on5,53,3252,0,0
Michael Del Zotto,CBJ,D,5on4,53,1331,0,0
Brock Boeser,VAN,R,other,56,4332,8,4
Brock Boeser,VAN,R,all,56,64914,49,23
Brock Boeser,VAN,R,5on5,56,49042,28,11
Brock Boeser,VAN,R,4on5,56,93,0,0
Brock Boeser,VAN,R,5on4,56,11447,13,8
Emil Bemstrom,CBJ,C,other,20,102,0,0
Emil Bemstrom,CBJ,C,all,20,15427,5,3
Emil Bemstrom,CBJ,C,5on5,20,14210,4,2
Emil Bemstrom,CBJ,C,4on5,20,7,0,0
Emil Bemstrom,CBJ,C,5on4,20,1108,1,1
Ryan Ellis,NSH,D,other,35,2059,0,0
Ryan Ellis,NSH,D,all,35,49806,18,5
Ryan Ellis,NSH,D,5on5,35,38078,14,3
Ryan Ellis,NSH,D,4on5,35,5171,0,0
Ryan Ellis,NSH,D,5on4,35,4498,4,2
Matt Luff,L.A,R,other,13,60,0,0
Matt Luff,L.A,R,all,13,8177,1,1
Matt Luff,L.A,R,5on5,13,7988,1,1
Matt Luff,L.A,R,4on5,13,0,0,0
Matt Luff,L.A,R,5on4,13,129,0,0
Andrew Copp,WPG,C,other,55,2080,4,3
Andrew Copp,WPG,C,all,55,60200,39,15
Andrew Copp,WPG,C,5on5,55,44612,21,6
Andrew Copp,WPG,C,4on5,55,7831,1,0
Andrew Copp,WPG,C,5on4,55,5677,12,6
Kevin Fiala,MIN,L,other,50,2177,7,3
Kevin Fiala,MIN,L,all,50,50737,40,20
Kevin Fiala,MIN,L,5on5,50,38679,21,12
Kevin Fiala,MIN,L,4on5,50,968,0,0
Kevin Fiala,MIN,L,5on4,50,8913,12,5
Max Pacioretty,VGK,L,other,48,2462,5,4
Max Pacioretty,VGK,L,all,48,51665,51,24
Max Pacioretty,VGK,L,5on5,48,41425,33,13
Max Pacioretty,VGK,L,4on5,48,136,0,0
Max Pacioretty,VGK,L,5on4,48,7642,11,5
Claude Giroux,PHI,C,other,54,2978,6,4
Claude Giroux,PHI,C,all,54,58637,42,17
Claude Giroux,PHI,C,5on5,54,45591,26,11
Claude Giroux,PHI,C,4on5,54,2191,0,0
Claude Giroux,PHI,C,5on4,54,7877,10,2
Josh Anderson,MTL,R,other,52,1889,1,0
Josh Anderson,MTL,R,all,52,51236,24,17
Josh Anderson,MTL,R,5on5,52,43502,20,15
Josh Anderson,MTL,R,4on5,52,150,1,1
Josh Anderson,MTL,R,5on4,52,5695,2,1
Nick Cousins,NSH,C,other,52,534,2,0
Nick Cousins,NSH,C,all,52,41747,18,5
Nick Cousins,NSH,C,5on5,52,36176,13,5
Nick Cousins,NSH,C,4on5,52,57,0,0
Nick Cousins,NSH,C,5on4,52,4980,3,0
Wayne Simmonds,TOR,R,other,38,385,0,0
Wayne Simmonds,TOR,R,all,38,27327,9,7
Wayne Simmonds,TOR,R,5on5,38,23045,7,5
Wayne Simmonds,TOR,R,4on5,38,0,0,0
Wayne Simmonds,TOR,R,5on4,38,3897,2,2
Sam Reinhart,BUF,R,other,54,2956,5,2
Sam Reinhart,BUF,R,all,54,63311,40,25
Sam Reinhart,BUF,R,5on5,54,50720,19,13
Sam Reinhart,BUF,R,4on5,54,148,0,0
Sam Reinhart,BUF,R,5on4,54,9487,16,10
Zach Whitecloud,VGK,D,other,51,1559,0,0
Zach Whitecloud,VGK,D,all,51,54521,12,2
Zach Whitecloud,VGK,D,5on5,51,47198,12,2
Zach Whitecloud,VGK,D,4on5,51,5620,0,0
Zach Whitecloud,VGK,D,5on4,51,144,0,0
Dmitry Kulikov,EDM,D,other,48,1617,0,0
Dmitry Kulikov,EDM,D,all,48,55243,4,0
Dmitry Kulikov,EDM,D,5on5,48,47445,4,0
Dmitry Kulikov,EDM,D,4on5,48,6069,0,0
Dmitry Kulikov,EDM,D,5on4,48,112,0,0
Vladimir Tarasenko,STL,R,other,24,1524,2,0
Vladimir Tarasenko,STL,R,all,24,25085,14,4
Vladimir Tarasenko,STL,R,5on5,24,20066,8,2
Vladimir Tarasenko,STL,R,4on5,24,0,0,0
Vladimir Tarasenko,STL,R,5on4,24,3495,4,2
Mika Zibanejad,NYR,C,other,56,3965,7,3
Mika Zibanejad,NYR,C,all,56,67537,50,24
Mika Zibanejad,NYR,C,5on5,56,44736,27,10
Mika Zibanejad,NYR,C,4on5,56,7467,3,1
Mika Zibanejad,NYR,C,5on4,56,11369,13,10
Gabriel Landeskog,COL,L,other,54,2589,6,3
Gabriel Landeskog,COL,L,all,54,64657,52,20
Gabriel Landeskog,COL,L,5on5,54,49092,32,9
Gabriel Landeskog,COL,L,4on5,54,152,0,0
Gabriel Landeskog,COL,L,5on4,54,12824,14,8
Adam Henrique,ANA,C,other,45,1974,1,1
Adam Henrique,ANA,C,all,45,43302,21,12
Adam Henrique,ANA,C,5on5,45,34324,17,10
Adam Henrique,ANA,C,4on5,45,2468,1,0
Adam Henrique,ANA,C,5on4,45,4536,1,0
Travis Hamonic,VAN,D,other,38,1384,1,0
Travis Hamonic,VAN,D,all,38,44156,10,3
Travis Hamonic,VAN,D,5on5,38,38672,9,3
